Company Name,Address,City,Phone,Website
Wartel Abel,"Kel Ranowangko II, TONDANO",,0431 3125798,
Wartel Abe,"Jl Limo Raya 60 RT 002/04,Limo,Limo, ",Jakarta,021 7532793,
Wartel Abdy,"Jl Jend A Yani Lr IV/193,Macinnae,Watang Sawitto, PINRANG 91214",,0421 921751,
Wartel Abdus Samad Waru,"Jl Raya Tamberu,Batumarmar, WARU 69354",,0324 511525,
Wartel Abcd,"Jl Kasuari III, SOLO",,0271 720015,
Wartel ABC Keplaksari,"Jl Raya Keplaksari 21,Peterongan, JOMBANG 61481",,0321 863848,
Wartel ABC Plus,"Jl Ampera Raya 36,Cilandak Timur,Pasar Minggu, ",Jakarta,021 7804093,
Wartel ABC Group,"Jl Ketibayan, ",Pekalongan,0285 7928291,
Wartel Abc Karanggede,"Psr Kebonan Kios 8, ",Salatiga,0298 610663,
Wartel Abba,"Ds Ruwit Wedung RT 002/03, KUDUS",,0291 3316306,
Wartel Abang,"Jl Danau Bawah 17 RT 011/03,Bendungan Hilir,Tanah Abang, ",Jakarta,021 5736658,
Wartel Abadi Polacitra Mandir,"Jl Bau Masepe 261,Cappagalung,Bacukiki, PARE-PARE 91122",,0421 28294,
Wartel Abadi Super,"Ds Beru RT 007/04,Taliwang, TALIWANG 84355",,0372 81699,
Wartel Abadi Jaya,"Jl Jend Sudirman,Panai Tengah, LABUHANBILIK 21472",,0Lbl 585192,
Wartel Abadi Antar Nusa,"Jl Sambirobyong RT 001/05,Geneng, NGAWI 63271",,0351 745021,
Wartel A3,"Jl Karang Rejo IV 1,Srondol Wetan,Banyumanik, ",Semarang,024 76480399,
Wartel Abadi II,"Jl Trunojoyo 71 A,kidul,Kaliwates, 68131, ",Jember,0331 425308,
Wartel A Yani,"Jl Jend A Yani 29 RT 004/01,Belakang Olo,Padang Barat, ",Padang,0751 35137,
Wartel A Tirta,"Jl Panembahan RT 001, MALINAU",,0553 21548,
Wartel A Triska,"Jl Radio,Nunukan, NUNUKAN 77482",,0556 23614,
Wartel A2M,"Jl Peta Utr 48 RT 006/06,Kalideres,Kalideres, ",Jakarta,021 5445449,
Wartel A Tien,"Jl Pramuka RAya 53-D RT 002/04,Rawasari,Cempaka Putih, ",Jakarta,021 4246098,
Wartel A Tiga,"Ds Gondang Baru RT 002/04, SOLO",,0271 7001225,
Wartel A Soeani,"Jl Mappaodang Bl H/5,Parang,Mamajang, ",Makassar,0411 850017,
Wartel A Sinar Baru,"Jl Merdeka 27, ",Sibolga,0631 510144,
Wartel A Sendawar Prima,"Jl Kapt P Tendean,Melak, MELAK 75765",,0545 41182,
Wartel A Sekawan,"Ds Garung, WONOSOBO",,0286 3325707,
Wartel A Simpang Kuala,"Jl Kuala Simpang,Malinau, MALINAU 77554",,0553 21693,
Wartel A Rudi Pratama,"Jl TVRI Nunukan Standard,Nunukan, NUNUKAN 77482",,0556 22986,
Wartel A Gembira,"Jl Gereja 51,Panai Tengah, LABUHANBILIK 21472",,0Lbl 551342,
Wartel A Gelora Jaya Sakti,"Jl Jend A Yani,Nunukan, NUNUKAN 77482",,0556 23190,
Wartel A Drs Lira,"II,Sambung Jawa,Mamajang, ",Makassar,0411 8114956,
Wartel A Bella Letari,"Jl Dr Sutanto 42 RT 007, NUNUKAN",,0556 23057,
Wartel A Bina Wisata Nusantara,"Jl Simp Mandiangin 2, ",Bukittinggi,0752 31558,
Wartel A Az Zahra,"Jl Semangka,Tanjungselor Ulu,Tanjungpalas, TANJUNGSELOR 77211",,0552 23027,
Wartel A Buana Raya Badan Hukum,"Jl Purwasari 16 RT 005/09, PURWAKARTA",,0264 313099,
Wartel A Andini,"Jl M Hatta X,Painan Selatan,IV Jurai, PAINAN 25612",,0756 22424,
Wartel A Alberto,"Jl Sarang Gagak 3,Anduring,Kuranji, ",Padang,0751 25504,
Wartel A Adis,"Jl Kom L Yos Sudarso 39, ",Tarakan,0551 33517,
Wartel A 2002,"Jl Tanjung,Nunukan, NUNUKAN 77482",,0556 23369,
Wartel A & You,"Jl Prof Dr Hamka 3 RT 004/01,Larangan Utara,Larangan, ",Jakarta,021 73441691,
Wartel A 3,"Jl Mayjen Sutoyo 78 RT 072/19,Mantrijeron,Mantrijeron, ",Yogyakarta,0274 373845,
Wartel 85,"Jl Raya Candi 85,Candi, SIDOARJO 61271",,031 8953175,
Wartel 82,"Jl Gedong Kuning 82 A,Prenggan,Kota Gede, ",Yogyakarta,0274 379099,
Wartel 8,"Kompl Puri Nirwana Bl RR/8 RT 008/16,Pabuaran,Cibinong, CIBINONG 16916",,021 87911695,
Wartel 79,"Jl Pemuda 79 RT 001/08,Depok,Pancoran Mas, ",Depok,021 77211281,
Wartel 77,"Jl Skip II,Tanjungselor Ilir,Tanjungpalas, TANJUNGSELOR 77212",,0552 22820,
Wartel 742,"Jl Jomblang Perbalan I 742 RT 003/02,Podorejo,Tugu, ",Semarang,024 8442941,
Wartel 76,"Jl Karang Tembok 76,Pegirian,Semampir, ",Surabaya,031 3715332,
Wartel 75,"Jl Stasiun Solo Balapan, SOLO",,0271 663097,
Wartel 766 HI,"Jl Sisingamangaraja 142-B, SIBORONGBORONG",,0633 42567,
Wartel 72,"Jl Ridi 55 RT 005/03,Ulujami,Pesanggrahan, ",Jakarta,021 5861959,
Wartel 7 Saudara,"Jl Syekh Kukut 86,Tanjung Paku,Tanjung Harapan, ",Solok,0755 324798,
Wartel 702,"Jl Cikareo 702 RT 004/016,Ciwidey,Ciwidey, CIWIDEY 40973",,022 5928470,
Wartel 7 Plus,"Jl Tebet Tmr Dalam IX Bl G/5-A,Tebet Timur,Tebet, ",Jakarta,021 8282305,
Wartel 7,"Jl Gabus 15 Kompl KS RT 001/01,Kotabumi,Pulo Merak, ",Cilegon,0254 390222,
Wartel 69,"Jl Kawi 69 RT 001/03,Tegalsari,Candisari, ",Semarang,024 8444095,
Wartel 68,"Kp Parakan Salak RT 001/02, CICURUG 43355",,0266 6720810,
Wartel 555,"Jl Gajah Raya 555,Pandeanlamper,Gayamsari, ",Semarang,024 6707097,
Wartel 54,"Jl Kruing Brt Dalam III 54 Perumnas Banyumanik RT 002/03,Ngesrep,Gajah Mung, ",Semarang,024 7460954,
Wartel 5 EA-0546,"Jl Sultan Agung 36,Arjasa, ARJASA 68191",,0331 540103,
Wartel 5 DH-2204 Yudistira,"Jl Raya II 93,Ngunut, NGUNUT 66292",,0355 397999,
Wartel 524,"Jl Makasar Brt Bl M/524,Cinere,Limo, ",Jakarta,021 7534094,
Wartel 5 DG-3087,"Ds Tlogowaru,Merakkurak, TUBAN 62355",,0356 7008954,
Wartel 5 DG-3088,"Jl Bektiharjo,Semanding, TUBAN 62381",,0356 7008956,
Wartel 5 DG-3085,"Jl Raya Panyuran,Palang, TUBAN 62391",,0356 7008950,
Wartel 5 DG-3069,"Jl Tasikharjo RT 02/01,Jenu, TUBAN 62352",,0356 7008948,
Wartel 5 DG-3086,"Ds Tlogowaru,Merakkurak, MERAKURAK 62355",,0356 7008952,
Wartel 5 DG-3068,"Jl Cempoko Rejo RT,Palang, TUBAN 62391",,0356 7008946,
Wartel 5 DG-3067,"Jl Rawasan 293,Jenu, TUBAN 62352",,0356 7008944,
Wartel 5 DD-3337,"Jl Srikandi,Bagor, NGANJUK 64461",,0358 7607515,
Wartel 5 DG-3057,"Jl Pahlawan 23,Kebonsari,Tuban, TUBAN 62317",,0356 328397,
Wartel 5 DD-3334,"Jl Pleset,Jatikalen, NGANJUK 64392",,0358 7607585,
Wartel 5 DD-3335,"Jl Bengawan Solo,Ringianom,Nganjuk, NGANJUK 64414",,0358 7607599,
Wartel 5 DD-3332,"Jl Letjen Suprapto,Jatirejo,Nganjuk, NGANJUK 64416",,0358 7608002,
Wartel 5 DD-3333,"Ds Gebangkerep,Tarokan, NGANJUK 64152",,0358 7605319,
Wartel 5 DD-3330,"Jl Ploso Harjo,Pace, NGANJUK 64472",,0358 7607076,
Wartel 5 DD-3331,"Jl Sendangbumen RT 04/02,Berbek, NGANJUK 64473",,0358 7605134,
Wartel 5 DD-3239,"Jl Raya Kediri RT 006/02,Pace, NGANJUK 64472",,0358 324721,
Wartel 5 DD-3296,"Jl Pojok RT 01/08,Ngronggot, PRAMBON 64395",,0358 793285,
Wartel 5 DD-3220,"Jl Pandan II/16,Ganungkidul,Nganjuk, NGANJUK 64419",,0358 7607644,
Wartel 5 DD-3221,"Jl Banjar Anyar RT 01/02,Tanjunganom, NGANJUK 64483",,0358 7605153,
Wartel 5 DD-3218,"Dsn Linggo,Gondang, n/a 64451",,0n/a 7607865,
Wartel 5 DD-3219,"Jl Sukoharjo RT 02/01,Wilangan, NGANJUK 64462",,0358 7605428,
Wartel 5 DD-3082,"Jl Letjen Suprapto 202,Jatirejo,Nganjuk, NGANJUK 64416",,0358 321069,
Wartel 5 DD-3217,"Jl Wilis II A/15,Ganungkidul,Nganjuk, NGANJUK 64419",,0358 7607468,
Wartel 5 DD-3077,"Jl Srikandi III/1,Bagor, NGANJUK 64461",,0358 327466,
Wartel 5 DD-2002,"Ds Jimbir RT 02/09,Prambon, PRAMBON 64484",,0358 793283,
Wartel 5 CF-0510,"Jl Sebani RT 003/02,Gentong,Gadingrejo, ",Pasuruan,0343 415834,
Wartel 5 DA-3001,"Jl Panglima Sudirman 70,Mejayan, CARUBAN 63153",,0351 384564,
Wartel 5 CF-0051,"Jl Raya Bromo,Gondangwetan, GONDANG WETAN 67174",,0343 441505,
Wartel 5 BB1514,"Jl Kapt P Tendean 10,Sengon,Jombang, JOMBANG 61418",,0321 851698,
Wartel 5 BC,"Jl Prapanca 28,Mentikan,Prajurit Kulon, ",Mojokerto,0321 328058,
Wartel 5 BB-1314,"Jl KH Wachid Hasyim 80,Jombang,Jombang, JOMBANG 61415",,0321 876123,
Wartel 5 AC-1082,"Dsn Gn Desa, BAWEAN 00000",,0325 411884,
Wartel 5 AC-1079,"Dsn Guntung, BAWEAN 00000",,0325 423901,
Wartel 5 AC-1078,"Jl Klompang Gubuk, BAWEAN 00000",,0325 423026,
Wartel 41,"Jl Mayjen Sutoyo 41,Mantrijeron,Mantrijeron, ",Yogyakarta,0274 379142,
Wartel 4 A,"Jl Cisadane 4-A,Tugu,Cimanggis, ",Jakarta,021 2305914,
Wartel 3L,"Jl Tiang Bendera Raya 5,Roa Malaka,Tambora, ",Jakarta,021 6924895,
Wartel 3Hb-089,"Kompl Ponpes Turus RT 001/07, RANGKASBITUNG",,0252 201124,
Wartel 4,"Kp Sawah 12 RT 001/02,Kali Mulya,Sukmajaya, CIBINONG 16413",,021 87915999,
Wartel 3Hb-088,"Jl Raya Labuan,Saruni,Pandeglang, RANGKASBITUNG 42216",,0252 204533,
Wartel 3Hb-084,"Jl Pamagersari RT 002/03,Pandeglang,Pandeglang, RANGKASBITUNG 42213",,0252 206597,
Wartel 3FA-135,"Jl Raya Cilawu, GARUT",,0262 237498,
Wartel 3Ha-154,"Kp Pasir Waru RT 005/01,Kaduagung timur,Rangkas Bitung, RANGKASBITUNG 42318",,0252 202629,
Wartel 3HC-090,"Psr Labuan 9-J,Labuan, LABUAN 42264",,0253 802297,
Wartel 3FA-128,"Jl Cimanuk 164,Paminggir,Garut, GARUT 44118",,0262 236198,
Wartel 3FA-105,"Jl Jend A Yani,Kota Wetan,Garut, GARUT 44111",,0262 238597,
Wartel 3FA-064,"Jl Cimanuk 301,Tarogong, GARUT 44151",,0262 236096,
Wartel 3FA-057,"Kp Kaum 201 RT 002/07, GARUT",,0262 542160,
Wartel 3EI-033,"Kp Pakayuhan RT 003/02, TANGGEUNG",,0263 362783,
Wartel 3FA-043,"Jl Karacak 9,Kota Kulon,Garut, GARUT 44112",,0262 232199,
Wartel 3FA-018,"Jl Otto Iskandardinata 214,Tarogong, GARUT 44151",,0262 238499,
Wartel 3EC-087,"Jl Balakang RT 003/01,Pacet, SINDANGLAYA 43253",,0263 521798,
Wartel 3Di-076,"Kp Cimapag RT 001/02,Wilayah Kec Pelabuhan Ratu Lainnya,Pelabuhan Ratu, PELABUHAN RATU 43364",,0266 6440974,
Wartel 3EF-023,"Kp Leuweung Lame RT 001/01,Ciranjang, CIRANJANG 43282",,0263 323205,
Wartel 3Dj-48,"Jl Cibitung RT 003/02,Sagaranten, SAGARANTEN 43181",,0266 341551,
Wartel 3EA-051,"Jl Dr Muwardi Muka,Muka,Cianjur, CIANJUR 43215",,0263 262999,
Wartel 3Di-058,"Jl Jend A Yani,Pelabuhan Ratu, PELABUHAN RATU 43311",,0266 6441679,
Wartel 3Di-075,"Jl Parung Cabok RT 001/01,Wilayah Kec Pelabuhan Ratu Lainnya,Pelabuhan Ratu, PELABUHAN RATU 43364",,0266 6441915,
Wartel 3Dd-039,"Kp Benteng Cicurug Area,Cicurug, CICURUG 43359",,0266 733286,
Wartel 3Dd-004,"Jl Siliwangi 287 RT 003/02,Cicurug, CICURUG 43359",,0266 732299,
Wartel 3Dd-036,"Kp Cidahu Peuntas 10 RT 014/05,Cidahu, CICURUG 43358",,0266 733301,
Wartel 3Dd-006,"Jl Siliwangi 129 RT 002/03,Cicurug, CICURUG 43359",,0266 731029,
Wartel 3Dd-001,"Kp Kr Sirna Cicurug Area,Cicurug, CICURUG 43359",,0266 732899,
Wartel 3Dc-101,"Kp Angkrong Parungkuda Area,Parungkuda, CIBADAK 43357",,0266 537950,
Wartel 3Dc-076,"Kp Nagrak RT 005/02,Nagrak, CIBADAK 43356",,0266 6540708,
Wartel 3DC-096,"Kp Pakuwon Cibodas RT 001/01, CIBADAK",,0266 537790,
Wartel 3Db-015,"Kp Sirna Sari RT 032/07,Pabuaran, BOJONGLOPANG 43173",,0266 6461469,
Wartel 3Dc-054,"Jl Natasukma RT 001/16,Cibadak, CIBADAK 43351",,0266 537798,
Wartel 3Db-016,"Kp Cibiru Bantarsari Pabuaran Area,Pabuaran, BOJONGLOPANG 43173",,0266 6461465,
Wartel 3Db-012,"Kp Sirna Sari RT 034/08,Pabuaran, BOJONGLOPANG 43173",,0266 6461467,
Wartel 3Db-013,"Jl Lengkong Raya RT 001/01, BOJONGLOPANG 43174",,0266 6461114,
Wartel 3Db-011,"Jl Lengkong Raya RT 015/03, BOJONGLOPANG 43174",,0266 6461116,
Wartel 3Db-010,"Ds Bojong Jengkol RT 014/05,Jampang Tengah, BOJONGLOPANG 43171",,0266 6461112,
Wartel 3Da-554,"Gg H Juaeni 73 RT 002/03, ",Sukabumi,0266 246975,
Wartel 3Da-553,"Jl Cigunung RT 006/03,Cisaat, ",Sukabumi,0266 236950,
Wartel 3Da-552,"Jl Sukamantri 2 RT 004/02,Cisaat, ",Sukabumi,0266 237342,
Wartel 3Da-551,"Kp Kabandungan RT 003/09,Warnasari,Sukabumi, ",Sukabumi,0266 233800,
Wartel 3Da-549,"Jl Akik IX 171-6 RT 001/16,Baros,Baros, ",Sukabumi,0266 240954,
Wartel 3Da-546,"Jl Cilangla 83 RT 006/04, ",Sukabumi,0266 243061,
Wartel 3Da-548,"Perum Cigunung RT 004/09,Cisaat, ",Sukabumi,0266 236515,
Wartel 3DA-476,"Jl Cidadap RT 003/07, ",Sukabumi,0266 242543,
Wartel 3DA-486,"Gg Dewa II 6 RT 003/11,Gunung Puyuh,Gunungpuyuh, ",Sukabumi,0266 235983,
Wartel 3DA-455,"Kp Gandasoli RT 001/08, ",Sukabumi,0266 230022,
Wartel 3DA-458,"Kompl Bumi Cisaat Pratama 12 RT 043/13, ",Sukabumi,0266 218275,
Wartel 3DA-452,"Kp Cibungur RT 003/03, ",Sukabumi,0266 6249652,
Wartel 3DA-454,"Kp Rampogan RT 004/04, ",Sukabumi,0266 246090,
Wartel 3Da-311,"Jl Ir H Juanda 1 RT 001/06,Gunung Parang,Cikole, ",Sukabumi,0266 244633,
Wartel 3Da-182,"Kp Cibatu RT 022/05,Cisaat, ",Sukabumi,0266 210256,
Wartel 3Da-336,"Jl Cibolang Girang RT 028/06,Cisaat, ",Sukabumi,0266 232060,
Wartel 3Da-142,"Kp Cibatu 61 RT 008/02,Cisaat, ",Sukabumi,0266 242717,
Wartel 3DA-162,"Jl KH A Sanusi 64, ",Sukabumi,0266 211369,
Wartel 3Da-118,"Jl Pramuka 35 RT 002/02,Cikondang,Citamiang, ",Sukabumi,0266 237340,
Wartel 3DA-117,"Kp Nagrak 31 RT 012/02,Cisaat, ",Sukabumi,0266 218977,
Wartel 3DA-072,"Jl Raya Karamat 129 RT 001/04,Kramat,Gunungpuyuh, ",Sukabumi,0266 6250697,
Wartel 3DA-071,"Jl Jend A Yani 2, PELABUHAN RATU",,0266 433711,
Wartel 3CJ-041,"Jl Babakan Kaliki 227, SINGAPARNA",,0265 548767,
Wartel 3CI-071,"Jl Raya Panumbangan 163, CIAWI",,0265 455717,
Wartel 3CF-032,"Dsn Goa Donan RT 004/07, PANGANDARAN",,0265 2640876,
Wartel 3B,"Kp Talaga Sari RT 001/01,Saketi, BAYAH 42273",,0252 402302,
Wartel 3BD-021,"Jl Pasar Minggu 55, JAMBLANG",,0231 342999,
Wartel 3AX-135,"Kp Lembang Kiangroke RT 003/02,Banjaran, BANJARAN 40377",,022 5946911,
Wartel 3AX-060,"Jl Dipati Ukur 123,Baleendah, BANJARAN 40375",,022 5947270,
Wartel 3AX-33,"Jl Raya Banjaran Bale Endah 261,Baleendah, BANJARAN 40375",,022 5944516,
Wartel 3AX-048,"Jl Raya Banjaran 206 RT 003/08,Banjaran, BANJARAN 40377",,022 5940776,
Wartel 3AW-060,"Jl Terusan Kopo 452,Wilayah Kec Katapang Lainnya,Katapang, SOREANG 40971",,022 5895529,
Wartel 3AW-045,"Kp Pameuntasan RT 003/08,Wilayah Kec Katapang Lainnya,Katapang, SOREANG 40971",,022 5880112,
Wartel 3AW-050,"Jl Raya Gandasari 50,Wilayah Kec Katapang Lainnya,Katapang, SOREANG 40971",,022 5895349,
Wartel 3AW-036,"Kp Paniisan 7,Parung Surab,Katapang, SOREANG 40923",,022 5895159,
Wartel 3AW-039,"Jl Terusan Kopo Km 13/239 RT 004/09,Wilayah Kec Katapang Lainnya,Katapang, SOREANG 40971",,022 5895179,
Wartel 3AU-212,"Jl Muara Sari 50,Kebonlega,Bojongloa Kidul, ",Bandung,022 5210161,
Wartel 3AW-013,"Kp Cikambuy Hilir RT 001/11,Wilayah Kec Katapang Lainnya,Katapang, SOREANG 40971",,022 5893779,
Wartel 3AW-020,"Kp Sukarame RT 001/09,Cingcin,Katapang, SOREANG 40921",,022 5894819,
Wartel 3AQ-079,"Jl Tangkuban Perahu Cikole,Lembang,Lembang, LEMBANG 40391",,022 2789719,
Wartel 3AR-39,"Jl Raya Tanjungsari 379, TANJUNGSARI",,022 7912689,
Wartel 3AR-021,"Jl Raya Tanjungsari 198,Tanjungsari, TANJUNGSARI 45362",,022 7912289,
Wartel 3AQ-071,"Jl Kol Masturi RT 003/15,Lembang,Lembang, LEMBANG 40391",,022 2700319,
Wartel 3AM-036,"Ds Galanggang RT 001/15,Batujajar, BATUJAJAR 40561",,022 6867022,
Wartel 3AO-282,"Kp Pasirkaliki Brt 5,Sadang Serang,Coblong, ",Bandung,022 2517469,
Wartel 3AM-019,"Kp Cimareme 21 RT 002/02,Padalarang, BATUJAJAR 40553",,022 6864798,
Wartel 3AJ-036,"Jl Ngamprah 1 RT 001/02,Padalarang, PADALARANG 40553",,022 86814681,
Wartel 3AJ-052,"Jl Raya Purwakarta 9 RT 004/04,Cipatat, PADALARANG 40554",,022 6812331,
Wartel 3AJ-037,"Kompl Pondok Padalarang Indah Bl A-94,Padalarang, PADALARANG 40553",,022 6810677,
Wartel 3AJ-025,"Jl Hegarmanah RT 003/08,Padalarang, PADALARANG 40553",,022 86814801,
Wartel 3AM-012,"Kp Ciampel RT 003/01,Padalarang, BATUJAJAR 40553",,022 6864799,
Wartel 3AC-269,"Jl Karang Arum I 32-A,Melatiwangi,Cilengkrang, UJUNGBERUNG 40618",,022 7807240,
Wartel 3AC-181,"Jl Simpay Asih 3 RT 005/01,Girimekar,Cilengkrang, UJUNGBERUNG 40619",,022 7812147,
Wartel 3AC-250,"Kompl Permata Bumi Raya Cisaranten Kulon,Cisaranten Kulon,Arcamanik, UJUNGBERUNG 40293",,022 7834400,
Wartel 3AC-194,"Jl Sukaasih Raya 26,Sindangjaya,Cimenyan, UJUNGBERUNG 40195",,022 7815869,
Wartel 3AC-213,"Jl Cibiru Raya 20,Cileunyi, UJUNGBERUNG 40393",,022 7830441,
Wartel 3AC-170,"Jl Raya Cipadung 46,Cipadung Kidul,Cibiru, UJUNGBERUNG 40614",,022 7815779,
Wartel 3AC-159,"Jl Cibiru Bl F-6 RT 006/10,Ujungberung Kidul,Cibiru, UJUNGBERUNG 40612",,022 7835251,
Wartel 3AC-129,"Jl Raya Cinunuk 200,Cileunyi, UJUNGBERUNG 40393",,022 7807188,
Wartel 3AC-120,"Jl Soekarno Hatta Km 11,Cisaranten Bina Harapan,Arcamanik, UJUNGBERUNG 40294",,022 7833341,
Wartel 3AC-065,"Kompl Permata Biru Bl H/13 RT 003/15, UJUNGBERUNG",,022 7836320,
Wartel 3AC-107,"Kompl Permata Biru 61,Ujungberung Kidul,Cibiru, UJUNGBERUNG 40612",,022 7807245,
Wartel 3AC-030,"Kompl Vijayakusuma Bl C-2/8 Cipadung,Cipadung Kidul,Cibiru, UJUNGBERUNG 40614",,022 7808269,
Wartel 32,"Jl Tebet Dlm I 32 RT 001/02,Tebet Barat,Tebet, ",Jakarta,021 8352257,
Wartel 3AC-046,"Jl Cisaranten Kulon 7,Cisaranten Kulon,Arcamanik, UJUNGBERUNG 40293",,022 7808499,
Wartel 31,"Jl Pendidikan I 31,Babakan, ",Bogor,0251 8358697,
Wartel 322,"Jl Kapt Tesna 322,Bangselok,Sumenep, SUMENEP 69416",,0328 671639,
Wartel 308,"Jl Sukolilo 308,Bangunharjo,Semarang Tengah, ",Semarang,024 3557324,
Wartel 3-M Prima Necha,"Jl Batang Kuis 13,Tanjung Morawa, ",Medan,061 7382334,
Wartel 301,"Jl Padi XIV 301 Kompl Genuk Indah RT 007/02,Bangetayu,Genuk, ",Semarang,024 6583886,
Wartel 3 Saudara,"Jl Kapuk Mangga Ubi 72 RT 006/07,Kapuk,Cengkareng, ",Jakarta,021 54398332,
Wartel 3 M Plasa,"Jl Williem Iskandar 47-B,Sidorejo,Medan Tembung, ",Medan,061 4159235,
Wartel 3 Sahabat,"Jl Jati Kramat 31 RT 001/04,Jati Rahayu,Pondok Gede, ",Jakarta,021 8488930,
Wartel 3 M Ber,"Jl Williem Iskandar 103, ",Medan,061 4516617,
Wartel 3 HF-028,"Kp Lebak Psr RT 004/02, MALINGPING",,0252 508545,
Wartel 3 In 1,"Jl Sumur Bor 38 RT 005/12,Kalideres,Kalideres, ",Jakarta,021 54398062,
Wartel 3 M,"Jl Jermal I 1-A, ",Medan,061 7356467,
Wartel 3 Gf-83,"Kp Warung Nangka,Ciasem, CIASEM 41256",,0260 522178,
Wartel 3 GG-070,"Kompl Gembor Bl C/27 RT 033/11,Pagadenbaru, PAGADEN 41252",,0260 7453960,
Wartel 3 GF-79,"Kp Babakan Ciasem, CIASEM",,0260 520699,
Wartel 3 GF-048,"Kp Sukabaru RT 002/03,Ciasem, CIASEM 41256",,0260 522334,
Wartel 3 Gf-082,"Kp Karanganyar Tmr RT 003/02,Ciasem, CIASEM 41256",,0260 520532,
Wartel 3 Gf-041,"Kp Jatiroke RT 005/04,Ciasem, CIASEM 41256",,0260 520934,
Wartel 3 GF-003,"Kp Pelabuhan RT 001/02,Ciasem, CIASEM 41256",,0260 522170,
Wartel 3 GE-095,"Kp Kasomalang Wetan,Jalan Cagak, JALAN CAGAK 41281",,0260 481569,
Wartel 3 GE-092,"Kp Tambak Mekar RT 012/06,Jalan Cagak, JALAN CAGAK 41281",,0260 471804,
Wartel 3 GE-047,"Kp Tanjungsiang RT 021/08, JALAN CAGAK",,0260 480347,
Wartel 3 Ge-016,"Kp Palasari RT 004/14,Jalan Cagak, JALAN CAGAK 41281",,0260 472313,
Wartel 3 Ge-067,"Kp Bolang RT 005/04,Tanjungsiang, JALAN CAGAK 41284",,0260 480083,
Wartel 3 Fc-60,"Kp Cibiuk, LIMBANGAN 44193",,0262 431498,
Wartel 3 FC-070 Al- Qodri,"Kp Sukamerang RT 001/08,Cibatu, LIMBANGAN 44185",,0262 439130,
Wartel 3 Fd-007,"Kp Psr Kolot RT 001/03,Malangbong, MALANGBONG 44188",,0262 421696,
Wartel 3 FC-069,"Gg Dalem Kasep 15 RT 002/08,Baluburlimbangan, LIMBANGAN 44186",,0262 439259,
Wartel 3 FC-024,"Kp Cagak,Baluburlimbangan, LIMBANGAN 44186",,0262 438050,
Wartel 3 Fa-324,"Kp Pesantren 435 RT 001/04,Tarogong, GARUT 44151",,0262 2245224,
Wartel 3 FB-027,"Jl Babakan Loa RT 002/05,Cibatu, CIBATU 44185",,0262 467699,
Wartel 3 Fc-026,"Jl Cagak,Baluburlimbangan, LIMBANGAN 44186",,0262 431997,
Wartel 3 Fc-007,"Jl Raya Limbangan Brt,Baluburlimbangan, LIMBANGAN 44186",,0262 431295,
Wartel 3 Fa-328,"Jl Proklamasi 145-B RT 002/04,Tarogong, GARUT 44151",,0262 540546,
Wartel 3 FC-034,"Psr Heubeul RT 002/07, LIMBANGAN",,0262 432198,
Wartel 3 FA-321,"Ds Pasir Wangi RT 002/01,Pasirwangi, GARUT 44161",,0262 545964,
Wartel 3 FA-240,"Kp Sukaregang 135 RT 004/15,Kota Wetan,Garut, GARUT 44111",,0262 243491,
Wartel 3 Fa-225,"Kp Sukamulya RT 003/08,Cilawu, GARUT 44181",,0262 545460,
Wartel 3 Fa-183,"Jl Raya Bayongbong 200 RT 002/03,Bayongbong, GARUT 44162",,0262 543357,
Wartel 3 FA-184,"Kp Cempedak RT 002/04,Bayongbong, GARUT 44162",,0262 542698,
Wartel 3 FA-173,"Jl Ciwalen 10,Ciwalen,Garut, GARUT 44115",,0262 236759,
Wartel 3 Fa-159,"Jl Cimanuk 11,Paminggir,Garut, GARUT 44118",,0262 240297,
Wartel 3 Fa-156,"Jl Jend A Yani 39,Pakuwon,Garut, GARUT 44117",,0262 236260,
Wartel 3 FA-153,"Kp Bojong Loa,Cilawu, GARUT 44181",,0262 240095,
Wartel 3 Fa-165,"Jl Ciledug 35,Cilawu, GARUT 44181",,0262 240898,
Wartel 3 FA-148,"Jl Ciledug 227,Kota Kulon,Garut, GARUT 44112",,0262 239895,
Wartel 3 FA-090,"Jl Merdeka 48 RT 003/09,Tarogong, GARUT 44151",,0262 243273,
Wartel 3 FA-127,"Jl Otto Iskandardinata 266,Tarogong, GARUT 44151",,0262 235899,
Wartel 3 FA-088,"Kompl Campaka Indah 35/5,Karangpawitan, GARUT 44182",,0262 241211,
Wartel 3 Fa-067,"Kp Kiarapayung 246 RT 004/02,Bayongbong, GARUT 44162",,0262 239897,
Wartel 3 FA-063,"Jl Ciledug Kota Kulon,Kota Kulon,Garut, GARUT 44112",,0262 232860,
Wartel 3 FA-059,"Jl Guntur 179,Sukamantri,Garut, GARUT 44116",,0262 234763,
Wartel 3 EC-094,"Kp Cinyawar RT 003/02,Pacet, SINDANGLAYA 43253",,0263 517697,
Wartel 3 EC-095,"Jl Siguntang 36 RT 009/02,Pacet, SINDANGLAYA 43253",,0263 520698,
Wartel 3 EC-093,"Kp Geduk RT 002/08,Pacet, SINDANGLAYA 43253",,0263 520297,
Wartel 3 EA-275,"Jl Nagrak 10-A RT 007/03,Wilayah Kec Cianjur Lainnya,Cianjur, CIANJUR 43251",,0263 272518,
Wartel 3 EC-032,"Kp Cigombong RT 001/09,Pacet, SINDANGLAYA 43253",,0263 517997,
